y,x,bar,pub,ice_cream,charging_station,cinema,theatre,supermarket,church,mosque,synagogue,hotel,museum
46.0,16.0,177,279,29,67,11,14,0,406,0,2,109,79
46.0,17.0,39,368,68,67,17,29,3,563,0,1,214,189
46.0,18.0,40,458,37,49,11,25,1,494,1,2,118,153
46.0,19.0,36,333,15,32,5,6,1,177,1,2,64,81
46.0,20.0,32,373,25,43,9,18,2,247,0,7,72,106
46.0,21.0,55,244,14,14,7,9,1,158,0,0,94,55
46.0,22.0,44,14,0,0,2,6,1,158,0,0,61,26
46.0,23.0,174,54,7,26,8,17,4,506,0,1,148,88
46.0,24.0,59,37,5,3,7,13,3,513,0,2,101,42
46.0,25.0,53,28,3,3,2,8,2,237,0,0,121,62
46.0,26.0,162,16,2,6,6,7,2,144,0,2,63,70
46.0,27.0,22,0,0,0,1,2,0,116,0,0,4,17
46.0,28.0,113,11,2,16,4,4,2,17,0,1,26,13
46.0,29.0,240,3,2,4,8,4,0,19,0,1,23,27
46.0,30.0,139,32,1,87,18,21,24,64,1,0,244,49
46.0,31.0,38,14,0,1,7,5,3,13,0,4,102,10
46.0,32.0,57,19,5,3,10,6,11,41,1,1,79,9
46.0,33.0,37,5,0,0,6,2,1,28,1,0,15,8
47.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,-5.0,72,29,1,29,4,6,1,40,0,0,55,12
47.0,-4.0,237,43,17,88,13,16,2,118,0,0,138,31
47.0,-3.0,336,82,27,137,33,30,1,220,0,0,198,51
47.0,-2.0,409,108,11,127,40,77,5,366,2,0,167,41
47.0,-1.0,260,39,5,161,23,51,3,500,2,0,140,59
47.0,0.0,320,72,8,172,21,42,2,436,2,1,239,61
47.0,1.0,203,39,5,191,12,20,0,369,1,1,179,50
47.0,2.0,171,25,1,59,11,16,2,299,1,0,103,31
47.0,3.0,96,22,2,72,8,8,0,424,2,0,124,37
47.0,4.0,53,8,2,22,6,6,0,538,0,0,116,35
47.0,5.0,131,52,3,70,21,29,0,691,1,1,164,35
47.0,6.0,210,44,2,169,34,47,6,548,4,1,196,77
47.0,7.0,367,211,53,572,73,87,13,1080,9,8,655,252
47.0,8.0,708,335,74,826,79,140,24,1186,5,1,983,416
47.0,9.0,370,266,86,868,45,54,29,942,6,0,975,270
47.0,10.0,157,157,28,279,15,31,17,518,2,0,1235,137
47.0,11.0,191,151,63,313,23,38,37,516,1,0,1044,130
47.0,12.0,217,147,54,381,19,35,29,419,1,0,1078,122
47.0,13.0,234,142,18,394,15,40,17,318,0,1,1020,158
47.0,14.0,35,58,12,103,5,7,15,221,0,0,147,65
47.0,15.0,148,144,40,254,13,41,25,352,2,1,244,123
47.0,16.0,102,365,46,210,16,33,10,748,2,4,295,161
47.0,17.0,42,508,53,52,6,27,5,622,0,3,138,99
47.0,18.0,83,713,87,138,17,46,13,596,4,4,178,227
47.0,19.0,285,1330,185,428,39,105,12,698,1,15,347,311
47.0,20.0,30,393,25,36,8,10,2,278,0,3,74,107
47.0,21.0,69,453,42,28,13,26,3,307,0,4,122,87
47.0,22.0,46,69,7,15,6,9,0,314,0,3,42,39
47.0,23.0,20,11,1,2,4,4,0,167,0,2,66,52
47.0,24.0,30,5,2,3,2,4,0,73,0,0,50,27
47.0,25.0,36,8,0,1,0,2,0,57,0,1,59,34
47.0,26.0,81,16,0,5,7,9,0,130,0,2,44,71
47.0,27.0,186,36,4,12,3,10,1,179,0,0,88,49
47.0,28.0,181,47,6,25,11,27,0,49,0,1,83,35
47.0,29.0,32,1,0,0,4,1,0,16,0,0,17,8
47.0,30.0,12,0,0,0,0,0,0,10,0,0,7,2
47.0,31.0,17,8,0,0,4,2,0,13,0,0,8,7
47.0,32.0,8,0,0,0,2,0,0,12,0,0,3,2
47.0,33.0,45,21,0,0,5,10,2,34,0,1,21,7
48.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,-6.0,0,4,0,0,0,0,0,1,0,0,5,2
48.0,-5.0,215,177,0,109,19,18,1,211,0,0,133,53
48.0,-4.0,231,52,4,86,19,13,1,277,0,0,122,38
48.0,-3.0,222,78,18,79,20,10,0,277,0,0,199,30
48.0,-2.0,407,90,5,159,32,38,1,567,1,0,254,45
48.0,-1.0,184,40,0,94,19,21,1,559,1,0,112,42
48.0,0.0,123,21,2,69,16,11,0,637,0,0,87,30
48.0,1.0,127,32,0,241,15,22,2,564,4,0,95,34
48.0,2.0,2171,619,108,1095,266,574,10,1191,32,19,2528,353
48.0,3.0,65,8,0,101,9,8,0,528,1,0,44,11
48.0,4.0,93,19,2,51,6,18,1,639,0,0,98,34
48.0,5.0,57,14,1,58,7,10,7,763,0,1,63,25
48.0,6.0,223,56,2,223,23,32,2,901,0,2,197,42
48.0,7.0,286,157,51,331,32,50,15,1348,15,14,728,192
48.0,8.0,176,456,98,610,36,51,29,1215,16,1,830,307
48.0,9.0,474,919,163,1296,63,130,77,1436,22,2,791,366
48.0,10.0,153,323,73,457,33,63,41,908,12,4,441,197
48.0,11.0,414,520,174,1119,70,110,46,1188,10,2,952,216
48.0,12.0,82,146,50,318,22,28,20,1058,2,0,227,74
48.0,13.0,79,126,27,247,14,24,18,500,0,0,387,118
48.0,14.0,206,259,75,295,31,43,41,469,1,1,333,146
48.0,15.0,67,100,18,261,12,34,14,549,0,1,167,146
48.0,16.0,492,503,168,891,46,111,18,867,3,4,630,337
48.0,17.0,229,949,123,173,50,74,1,577,0,5,258,143
48.0,18.0,112,811,70,69,32,36,10,651,0,6,181,73
48.0,19.0,51,449,30,37,15,21,1,450,0,4,126,88
48.0,20.0,30,473,33,39,12,24,6,689,0,1,82,110
48.0,21.0,122,569,55,78,21,55,1,968,0,5,123,127
48.0,22.0,79,168,10,33,6,11,1,776,0,9,184,30
48.0,23.0,32,5,0,7,3,0,0,206,0,2,188,28
48.0,24.0,67,56,0,7,5,7,0,285,1,0,473,52
48.0,25.0,78,31,1,9,20,9,0,303,0,2,80,40
48.0,26.0,43,2,1,2,7,1,1,189,0,1,41,19
48.0,27.0,15,4,0,3,1,0,0,57,0,0,16,6
48.0,28.0,25,0,0,3,5,2,2,30,0,3,14,12
48.0,29.0,17,1,0,0,3,1,0,16,0,0,8,8
48.0,30.0,29,8,0,2,9,0,3,30,0,0,28,18
48.0,31.0,14,1,0,0,0,19,0,12,0,0,2,8
48.0,32.0,34,11,0,2,2,3,0,45,1,0,22,23
48.0,33.0,13,2,0,2,2,3,0,33,0,0,8,10
49.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,-7.0,2,9,0,0,0,0,0,6,0,0,8,2
49.0,-6.0,0,3,3,0,0,0,0,4,0,0,1,2
49.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,-3.0,46,106,5,6,3,3,3,55,0,0,124,28
49.0,-2.0,122,39,4,55,15,9,2,417,0,0,76,36
49.0,-1.0,194,25,16,168,20,20,1,380,1,0,170,48
49.0,0.0,236,43,14,111,26,19,0,696,2,0,177,56
49.0,1.0,302,52,5,131,20,59,2,918,2,0,165,56
49.0,2.0,329,78,3,212,31,48,2,1032,4,1,244,71
49.0,3.0,120,32,0,76,16,13,1,944,4,0,91,29
49.0,4.0,147,36,2,208,7,19,1,604,3,2,98,48
49.0,5.0,115,157,7,171,19,15,2,860,2,3,124,74
49.0,6.0,330,813,67,613,47,67,49,1132,10,9,559,166
49.0,7.0,126,600,67,298,25,33,80,759,2,3,545,169
49.0,8.0,415,1051,273,992,68,155,133,1377,26,11,967,379
49.0,9.0,171,356,60,465,28,57,60,977,7,6,486,216
49.0,10.0,112,225,61,387,20,40,41,793,3,5,467,164
49.0,11.0,186,470,103,498,29,58,40,827,6,4,536,203
49.0,12.0,74,211,46,263,24,30,12,504,5,2,386,114
49.0,13.0,74,296,29,114,28,29,18,289,0,3,271,105
49.0,14.0,60,354,23,73,32,20,7,305,0,6,154,90
49.0,15.0,74,384,24,52,29,16,3,246,0,4,145,93
49.0,16.0,226,758,23,167,32,46,17,331,0,4,244,120
49.0,17.0,158,636,25,98,49,32,7,348,0,2,247,109
49.0,18.0,232,896,67,164,61,46,32,583,0,1,444,159
49.0,19.0,122,279,73,33,26,43,32,561,0,2,370,96
49.0,20.0,65,179,65,41,24,24,15,682,0,6,393,85
49.0,21.0,50,155,46,9,11,11,3,871,2,11,106,79
49.0,22.0,50,39,19,3,10,6,4,606,0,3,89,50
49.0,23.0,147,20,4,50,6,4,1,586,0,1,216,71
49.0,24.0,137,62,4,25,17,16,4,615,0,2,139,80
49.0,25.0,86,20,4,4,8,6,2,653,0,3,39,19
49.0,26.0,28,12,0,8,6,5,0,181,0,2,39,10
49.0,27.0,17,4,0,4,4,0,1,105,0,0,23,9
49.0,28.0,45,42,0,37,9,8,0,70,0,3,56,24
49.0,29.0,11,1,0,0,3,1,0,21,0,0,7,7
49.0,30.0,56,5,4,2,6,4,7,25,0,0,24,14
49.0,31.0,47,3,2,2,7,0,2,47,0,0,27,36
49.0,32.0,42,10,0,1,9,6,4,53,0,0,18,19
49.0,33.0,25,14,1,9,4,1,2,41,0,0,37,14
50.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,-6.0,37,263,13,18,10,11,3,134,0,0,121,30
50.0,-5.0,41,478,19,82,6,13,5,399,2,0,126,39
50.0,-4.0,59,662,12,103,17,23,4,421,0,1,266,52
50.0,-3.0,27,388,14,10,7,14,3,344,0,0,78,45
50.0,-2.0,174,922,65,75,18,40,30,351,1,0,438,94
50.0,-1.0,118,614,33,86,10,36,2,287,0,0,144,34
50.0,0.0,47,292,4,20,8,16,6,200,1,0,96,21
50.0,1.0,115,45,19,88,14,14,16,380,3,0,169,33
50.0,2.0,168,183,9,189,18,14,13,967,15,0,107,88
50.0,3.0,657,889,42,540,44,104,29,1113,49,0,268,176
50.0,4.0,658,1237,114,535,43,148,39,1179,13,0,397,260
50.0,5.0,207,862,112,279,25,71,19,1183,15,2,417,167
50.0,6.0,259,785,196,672,47,99,65,1112,11,3,824,184
50.0,7.0,168,622,159,504,34,75,79,1127,17,6,990,235
50.0,8.0,519,905,179,757,62,126,62,1373,28,11,965,323
50.0,9.0,78,212,44,313,15,17,34,736,7,1,338,116
50.0,10.0,73,164,55,288,22,57,30,686,1,2,401,226
50.0,11.0,90,304,52,246,26,62,10,656,1,4,407,240
50.0,12.0,117,323,70,433,41,82,103,565,0,4,555,272
50.0,13.0,48,193,22,152,26,42,20,393,0,2,271,153
50.0,14.0,592,875,88,309,69,163,22,571,0,12,867,292
50.0,15.0,117,410,45,101,36,51,34,421,1,3,528,152
50.0,16.0,66,130,31,56,22,39,51,507,0,1,261,127
50.0,17.0,55,103,16,61,14,9,52,536,0,2,142,44
50.0,18.0,114,257,91,98,31,41,122,639,0,0,155,77
50.0,19.0,230,293,183,166,52,64,81,643,0,12,423,140
50.0,20.0,28,46,53,21,12,19,38,388,0,6,130,68
50.0,21.0,27,44,42,15,13,11,35,407,0,5,108,37
50.0,22.0,40,43,30,22,13,15,11,431,0,8,88,49
50.0,23.0,15,16,13,2,5,5,7,375,0,5,59,36
50.0,24.0,48,4,1,2,2,0,2,251,0,2,12,12
50.0,25.0,79,29,1,12,6,6,0,232,0,2,55,32
50.0,26.0,39,26,1,10,6,4,1,215,0,0,41,16
50.0,27.0,17,4,3,3,3,0,2,69,0,0,11,10
50.0,28.0,25,30,2,4,5,4,0,80,0,0,26,18
50.0,29.0,30,11,1,5,1,1,0,57,0,0,13,11
50.0,30.0,351,218,13,158,60,57,12,245,1,3,271,125
50.0,31.0,18,7,1,3,2,0,2,53,0,0,12,34
50.0,32.0,7,3,0,1,1,1,0,36,0,0,14,12
50.0,33.0,15,0,0,0,4,1,1,39,1,0,9,12
51.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,-11.0,9,21,1,1,0,0,0,13,0,0,8,3
51.0,-10.0,12,115,3,10,1,0,0,61,0,0,38,7
51.0,-9.0,74,325,8,45,7,12,3,155,0,1,72,19
51.0,-8.0,0,19,1,4,1,0,0,13,0,0,6,1
51.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,-6.0,4,29,1,4,0,1,0,17,0,0,12,2
51.0,-5.0,24,345,13,10,7,8,3,165,0,0,113,26
51.0,-4.0,163,1129,31,53,20,47,11,393,2,0,271,64
51.0,-3.0,258,1827,26,164,35,70,53,1181,7,0,405,113
51.0,-2.0,111,1329,10,121,22,48,16,883,1,0,300,88
51.0,-1.0,1231,5230,132,739,175,342,53,2051,37,16,1826,309
51.0,0.0,186,2042,29,298,39,58,17,967,15,6,344,105
51.0,1.0,93,514,21,60,14,21,7,244,0,2,134,46
51.0,2.0,105,117,33,45,7,19,0,115,6,0,111,43
51.0,3.0,185,784,72,445,14,55,24,417,5,1,375,130
51.0,4.0,346,1715,142,2096,34,152,36,923,35,32,326,302
51.0,5.0,234,881,168,889,47,114,19,740,20,3,302,211
51.0,6.0,235,1135,237,1132,58,129,43,1341,31,3,860,266
51.0,7.0,301,1000,274,1267,67,146,90,1603,57,3,799,315
51.0,8.0,64,398,97,717,23,42,51,719,7,2,539,165
51.0,9.0,112,305,88,308,26,51,31,863,3,1,434,179
51.0,10.0,53,161,45,186,14,24,56,618,1,0,465,187
51.0,11.0,87,194,52,183,17,41,47,791,1,1,318,172
51.0,12.0,128,266,84,344,22,62,93,728,5,1,331,201
51.0,13.0,109,231,72,324,25,72,34,537,1,2,322,201
51.0,14.0,44,103,30,125,15,37,32,403,0,1,217,160
51.0,15.0,21,27,25,34,11,20,60,301,0,0,99,33
51.0,16.0,50,41,46,39,16,18,93,389,0,1,122,19
51.0,17.0,81,133,63,35,15,35,111,421,0,3,181,57
51.0,18.0,21,22,13,7,10,14,141,279,0,1,66,21
51.0,19.0,88,101,54,37,23,28,86,354,0,3,136,53
51.0,20.0,30,13,43,7,7,10,47,246,0,4,93,22
51.0,21.0,54,31,41,18,12,12,45,296,0,3,96,53
51.0,22.0,35,48,39,26,14,15,19,253,0,5,121,42
51.0,23.0,52,9,26,0,4,5,2,134,0,0,65,22
51.0,24.0,28,1,3,0,2,0,1,87,0,0,18,6
51.0,25.0,7,6,0,0,1,0,0,43,0,0,4,2
51.0,26.0,7,1,0,1,4,1,0,63,0,0,6,4
51.0,27.0,3,0,0,1,0,0,0,17,0,0,5,2
51.0,28.0,10,1,0,0,1,0,1,23,0,0,3,4
51.0,29.0,4,1,0,0,4,0,0,14,0,0,3,8
51.0,30.0,10,3,0,0,3,4,0,15,0,0,16,10
51.0,31.0,27,9,1,3,5,6,0,64,0,0,15,15
51.0,32.0,8,0,0,0,4,0,0,37,0,0,7,16
51.0,33.0,5,3,0,0,3,0,1,37,0,0,10,21
52.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,-11.0,8,60,1,2,1,1,0,8,0,0,14,6
52.0,-10.0,30,160,4,31,3,2,1,95,0,0,93,9
52.0,-9.0,28,426,1,55,9,11,4,242,0,0,70,11
52.0,-8.0,45,434,2,83,7,19,7,342,0,0,65,34
52.0,-7.0,19,309,7,94,6,7,4,259,0,0,68,14
52.0,-6.0,0,0,0,0,0,0,0,2,0,0,0,0
52.0,-5.0,19,168,10,13,6,6,1,72,0,0,91,18
52.0,-4.0,13,320,2,18,5,8,1,129,0,0,112,28
52.0,-3.0,111,1729,8,74,21,32,15,936,3,0,223,95
52.0,-2.0,481,2850,29,347,47,71,29,1443,21,3,623,134
52.0,-1.0,244,1353,17,156,17,35,8,906,6,0,264,62
52.0,0.0,50,773,14,128,14,16,7,848,1,0,162,86
52.0,1.0,81,768,21,101,13,31,5,846,0,1,168,82
52.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,4.0,383,1043,184,2008,55,207,5,475,46,4,785,300
52.0,5.0,143,398,92,860,29,108,7,515,35,1,253,181
52.0,6.0,96,238,75,353,22,84,2,351,10,5,245,190
52.0,7.0,38,265,62,232,19,28,31,375,1,0,283,116
52.0,8.0,94,383,105,351,32,58,43,487,7,3,375,155
52.0,9.0,148,335,109,477,30,58,65,535,16,8,502,158
52.0,10.0,75,267,57,265,18,28,32,545,7,0,298,114
52.0,11.0,56,97,28,101,12,21,36,466,1,1,174,72
52.0,12.0,17,60,22,88,12,18,16,482,0,1,137,70
52.0,13.0,909,1077,348,964,104,230,156,823,9,4,923,364
52.0,14.0,21,62,19,30,8,32,78,374,0,0,125,74
52.0,15.0,27,20,23,22,10,12,47,289,0,2,77,31
52.0,16.0,68,81,66,55,17,33,70,349,0,1,181,67
52.0,17.0,21,23,23,15,7,14,51,266,0,0,119,42
52.0,18.0,26,19,19,18,8,11,82,199,0,1,76,22
52.0,19.0,29,17,16,62,8,7,41,209,0,0,67,34
52.0,20.0,75,78,104,76,27,17,106,301,1,1,184,72
52.0,21.0,186,107,141,80,20,60,76,351,2,2,167,113
52.0,22.0,15,8,15,9,2,4,15,181,0,1,42,24
52.0,23.0,74,21,3,31,10,14,3,201,1,3,84,41
52.0,24.0,14,3,0,1,5,2,7,95,0,1,25,6
52.0,25.0,12,4,0,5,2,2,0,88,0,0,21,14
52.0,26.0,8,3,1,1,3,3,0,64,0,1,10,16
52.0,27.0,10,1,0,3,4,2,1,55,0,0,19,20
52.0,28.0,9,0,0,0,3,1,0,19,0,0,8,7
52.0,29.0,17,2,0,1,3,1,2,23,0,0,12,14
52.0,30.0,22,2,0,7,7,3,11,29,2,0,28,9
52.0,31.0,17,4,1,11,9,6,6,33,0,0,20,17
52.0,32.0,9,1,0,0,3,2,8,20,0,0,14,6
52.0,33.0,5,0,0,0,3,3,0,9,0,0,8,6
53.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,-11.0,4,19,0,4,0,1,0,11,0,0,18,1
53.0,-10.0,43,228,4,38,7,12,1,115,0,0,108,14
53.0,-9.0,22,243,1,46,3,4,1,188,1,0,42,12
53.0,-8.0,40,371,5,56,7,5,3,305,0,0,56,17
53.0,-7.0,176,1016,36,251,27,45,10,590,2,2,301,59
53.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,-5.0,9,134,5,8,1,4,0,109,0,0,63,16
53.0,-4.0,124,747,37,23,13,22,8,318,0,0,560,26
53.0,-3.0,690,3587,32,200,59,114,45,1438,30,2,599,134
53.0,-2.0,555,3622,37,226,47,73,85,1299,18,3,434,127
53.0,-1.0,78,1011,9,22,13,22,19,736,1,0,118,49
53.0,0.0,53,157,22,7,3,3,2,131,0,0,73,7
53.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,4.0,3,15,7,25,1,1,0,16,0,0,28,10
53.0,5.0,48,72,17,82,3,15,2,212,1,1,95,64
53.0,6.0,93,136,23,299,11,33,2,224,2,1,138,76
53.0,7.0,48,165,36,209,13,18,34,326,1,1,340,130
53.0,8.0,131,456,111,353,27,65,45,284,6,3,421,152
53.0,9.0,250,446,109,716,32,81,76,358,13,1,448,167
53.0,10.0,138,327,115,718,23,69,51,430,6,2,512,151
53.0,11.0,15,65,32,94,8,18,2,343,0,1,180,60
53.0,12.0,14,37,16,54,12,20,2,370,0,0,210,81
53.0,13.0,11,40,18,71,13,15,1,449,0,0,119,57
53.0,14.0,62,77,60,77,14,30,40,403,0,0,272,59
53.0,15.0,10,7,13,3,4,4,38,408,0,0,39,8
53.0,16.0,9,23,10,4,7,10,28,274,0,0,50,15
53.0,17.0,20,25,16,8,7,15,26,246,0,0,64,29
53.0,18.0,42,77,35,73,13,21,38,282,1,0,139,49
53.0,19.0,21,24,10,8,7,2,27,207,0,0,61,14
53.0,20.0,10,53,13,38,9,13,21,170,0,1,61,23
53.0,21.0,19,7,2,6,1,7,7,108,0,0,86,20
53.0,22.0,31,22,10,5,4,5,16,143,0,1,61,21
53.0,23.0,83,39,22,58,17,16,59,201,3,2,78,67
53.0,24.0,13,0,0,1,5,2,2,115,0,1,22,15
53.0,25.0,32,5,1,3,4,2,1,111,2,2,34,24
53.0,26.0,14,5,2,3,9,4,7,103,0,0,27,54
53.0,27.0,223,56,13,173,46,29,11,113,1,0,149,121
53.0,28.0,8,4,0,3,4,3,5,29,0,0,16,17
53.0,29.0,10,4,0,1,5,1,5,20,0,0,21,8
53.0,30.0,22,2,0,10,10,5,2,35,0,1,29,14
53.0,31.0,4,2,0,0,3,0,7,15,0,0,5,9
53.0,32.0,0,1,0,0,2,1,1,15,0,0,7,8
53.0,33.0,5,1,0,0,1,0,0,5,0,0,3,8
54.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,-11.0,0,2,0,0,0,0,0,5,0,0,0,0
54.0,-10.0,2,44,1,4,1,0,0,46,0,0,17,1
54.0,-9.0,42,155,3,23,3,6,2,160,0,0,53,10
54.0,-8.0,43,158,2,47,9,5,5,349,0,0,63,10
54.0,-7.0,66,194,3,92,14,10,4,596,0,0,60,16
54.0,-6.0,80,161,12,64,16,12,14,432,0,0,80,26
54.0,-5.0,14,95,5,9,2,4,0,105,0,0,56,27
54.0,-4.0,21,357,5,75,7,13,2,86,0,0,168,29
54.0,-3.0,63,568,29,253,10,19,3,272,0,0,228,52
54.0,-2.0,196,1613,27,114,25,52,23,881,4,1,268,68
54.0,-1.0,38,337,20,10,3,13,11,229,0,0,102,21
54.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,7.0,2,9,1,0,1,0,0,2,0,0,24,4
54.0,8.0,27,39,25,134,8,7,7,103,0,0,237,45
54.0,9.0,33,157,46,235,12,35,26,263,3,0,187,109
54.0,10.0,78,102,55,181,18,21,9,153,6,0,222,72
54.0,11.0,40,24,26,24,8,9,11,139,0,0,133,48
54.0,12.0,45,63,52,103,11,20,8,119,0,0,202,58
54.0,13.0,47,47,38,62,11,17,1,122,0,0,327,74
54.0,14.0,5,0,14,0,1,3,4,10,0,0,41,2
54.0,15.0,28,14,36,21,5,4,8,69,0,0,188,12
54.0,16.0,14,21,19,36,7,8,17,148,0,0,91,17
54.0,17.0,14,17,16,9,6,10,12,182,0,0,69,21
54.0,18.0,129,124,101,132,17,31,29,291,1,1,316,91
54.0,19.0,17,18,12,35,7,5,12,114,0,0,99,24
54.0,20.0,51,24,6,5,9,11,5,105,0,1,179,59
54.0,21.0,15,7,13,2,6,6,1,63,0,0,37,21
54.0,22.0,18,6,2,2,4,2,2,61,0,0,39,23
54.0,23.0,34,28,1,46,4,14,14,89,0,2,70,92
54.0,24.0,3,3,0,25,2,4,0,68,1,0,32,41
54.0,25.0,111,70,4,115,9,16,14,115,2,0,90,85
54.0,26.0,22,2,0,3,5,8,8,98,0,1,40,18
54.0,27.0,14,2,0,3,3,4,0,94,0,0,37,24
54.0,28.0,14,2,1,1,5,1,8,49,0,0,38,23
54.0,29.0,7,1,0,2,4,1,0,19,0,0,13,9
54.0,30.0,8,4,0,4,4,1,4,47,0,0,20,13
54.0,31.0,3,0,0,0,2,1,1,16,0,0,11,9
54.0,32.0,13,6,1,0,6,8,1,19,0,0,29,15
54.0,33.0,3,2,0,0,1,1,0,11,0,0,7,4
55.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,-9.0,2,19,0,2,0,1,0,10,0,0,9,0
55.0,-8.0,11,71,3,8,2,0,0,70,0,0,29,7
55.0,-7.0,9,51,4,23,1,1,0,126,0,0,37,4
55.0,-6.0,10,22,0,5,1,2,0,34,0,0,54,7
55.0,-5.0,168,610,14,69,20,34,25,278,4,0,218,59
55.0,-4.0,169,561,24,142,12,45,7,347,2,1,322,53
55.0,-3.0,13,150,4,19,3,4,1,117,0,1,85,27
55.0,-2.0,27,370,7,44,3,8,1,138,1,0,64,21
55.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,8.0,60,24,19,98,5,10,19,144,0,0,58,71
55.0,9.0,108,35,49,85,19,26,36,290,1,0,87,83
55.0,10.0,103,23,37,81,13,26,33,234,0,0,56,85
55.0,11.0,71,18,39,22,18,13,47,275,0,0,45,62
55.0,12.0,668,165,169,640,52,86,31,389,6,2,235,170
55.0,13.0,25,43,15,23,15,21,4,96,0,1,70,37
55.0,14.0,13,6,14,22,5,3,1,40,0,0,66,32
55.0,15.0,11,0,5,6,1,1,1,7,0,0,5,7
55.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,20.0,4,0,0,2,0,0,0,1,0,0,15,3
55.0,21.0,51,18,4,9,5,13,3,64,0,0,108,55
55.0,22.0,5,4,0,6,0,7,0,68,0,0,13,25
55.0,23.0,17,24,1,9,3,4,2,59,0,2,16,41
55.0,24.0,17,7,0,10,1,5,1,78,0,0,15,27
55.0,25.0,2,5,0,3,1,3,23,64,0,0,16,44
55.0,26.0,18,4,0,7,4,5,0,58,0,0,30,26
55.0,27.0,8,0,0,1,3,6,5,73,0,0,38,21
55.0,28.0,9,5,1,1,3,1,8,44,0,0,28,29
55.0,29.0,3,0,0,1,2,0,1,24,0,0,10,7
55.0,30.0,19,16,1,31,4,6,10,57,0,0,16,22
55.0,31.0,0,0,0,0,1,0,0,4,0,0,3,6
